"Year";"Date";"Observer";"Replicate";"Density";"Size";"Site";"Location";"Latitude";"Longitude";"Depth";"Zone";"Tax_ID";"DatasetID";"Area";"Archipelago";"Country";"Method"
2016;2016-04-12;"RA";3;40;8;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Pseudanthias pascalus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;20;10;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Pseudanthias pascalus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;5;12;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Pseudanthias pascalus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;3;18;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Odonus niger";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;4;20;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Odonus niger";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;2;12;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Odonus niger";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;7;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Labroides bicolor";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;7;6;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Plectroglyphidodon lacrymatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;3;7;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Plectroglyphidodon lacrymatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;2;4;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Plectroglyphidodon lacrymatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;2;5;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Plectroglyphidodon lacrymatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;170;3;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chromis acares";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;40;4;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chromis iomelas";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;20;3;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chromis iomelas";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;3;10;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chromis xanthura";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;11;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chromis xanthura";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;2;16;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chaetodon auriga";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;18;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Balistapus undulatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;2;14;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Balistapus undulatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;20;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Balistapus undulatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;2;20;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Melichthys vidua";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;2;18;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Melichthys vidua";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;24;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chlorurus sordidus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;15;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Sufflamen bursa";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;2;15;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Zebrasoma scopas";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;14;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Zebrasoma scopas";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;13;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Paracirrhites forsteri";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;6;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Centropyge flavissima";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;7;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Centropyge flavissima";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;2;8;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Centropyge bispinosa";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;4;6;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Centropyge bispinosa";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;20;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Cephalopholis argus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;18;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Cephalopholis argus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;22;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Cephalopholis argus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;16;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Cephalopholis argus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;22;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Thalassoma lutescens";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;3;14;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Ctenochaetus binotatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;2;16;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Ctenochaetus binotatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;2;8;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chaetodon pelewensis";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;2;6;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chaetodon pelewensis";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;4;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chaetodon pelewensis";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;4;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chromis agilis";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;5;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chromis agilis";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;2;14;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Cephalopholis urodeta";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;16;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Cephalopholis urodeta";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;14;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Acanthurus nigrofuscus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;14;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Acanthurus nigricans";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;12;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Acanthurus nigrofuscus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;12;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Acanthurus nigricans";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;30;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Scarus oviceps";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;36;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Scarus oviceps";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;3;6;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Plectroglyphidodon johnstonianus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;7;5;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Plectroglyphidodon johnstonianus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;2;4;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Plectroglyphidodon johnstonianus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;6;3;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Pseudocheilinus hexataenia";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;2;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Pseudocheilinus hexataenia";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;2;4;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Pseudocheilinus hexataenia";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;16;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Acanthurus nigrofuscus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;16;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Acanthurus nigricans";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;26;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Naso lituratus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;28;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Naso lituratus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;5;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Centropyge loriculus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;4;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Centropyge loriculus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;4;4;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Dascyllus flavicaudus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;6;5;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Dascyllus flavicaudus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;3;6;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Dascyllus flavicaudus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;4;7;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Dascyllus flavicaudus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;8;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Gomphosus varius";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;18;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Gomphosus varius";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;16;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Gomphosus varius";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;2;12;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Gomphosus varius";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;14;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Gomphosus varius";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;2;22;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Gomphosus varius";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;21;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Gomphosus varius";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;1;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Gomphosus varius";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;2;15;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chaetodon reticulatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;2;4;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chromis margaritifer";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;3;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chromis margaritifer";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;5;8;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Stegastes fasciolatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;6;6;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Stegastes fasciolatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;4;4;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Stegastes fasciolatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;4;8;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Stegastes fasciolatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;6;6;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Stegastes fasciolatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;3;4;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Stegastes fasciolatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;2;3;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Stegastes fasciolatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;3;8;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Zebrasoma scopas";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;30;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Scarus rubroviolaceus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;46;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Scarus rubroviolaceus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;5;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Labroides rubrolabiatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;3;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Ctenochaetus flavicauda";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;2;16;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Amanses scopas";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;17;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Thalassoma quinquevittatum";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;12;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Thalassoma quinquevittatum";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;13;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Thalassoma quinquevittatum";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;4;15;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Thalassoma quinquevittatum";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;2;7;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Thalassoma quinquevittatum";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;2;16;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Thalassoma quinquevittatum";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;3;4;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Thalassoma quinquevittatum";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;3;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Thalassoma quinquevittatum";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;7;5;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Thalassoma quinquevittatum";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;4;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Thalassoma quinquevittatum";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;10;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Exallias brevis";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;8;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Exallias brevis";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;16;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chaetodon ornatissimus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;14;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chaetodon ornatissimus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;22;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chlorurus sordidus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;5;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Plagiotremus tapeinosoma";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;15;4;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chromis margaritifer";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;10;3;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chromis margaritifer";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;5;5;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chromis margaritifer";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;10;3;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chromis vanderbilti";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;5;4;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chromis vanderbilti";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;2;13;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Anampses twistii";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;2;16;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chaetodon quadrimaculatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;7;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Ostracion meleagris";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;8;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Parupeneus multifasciatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;12;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Parupeneus multifasciatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;13;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Anampses caeruleopunctatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;5;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Plectroglyphidodon dickii";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;6;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Plectroglyphidodon dickii";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;16;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chaetodon unimaculatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;9;6;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Paracirrhites arcatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;3;8;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Paracirrhites arcatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;2;10;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Paracirrhites arcatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;12;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Paracirrhites arcatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;8;6;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Neocirrhites armatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;4;4;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Neocirrhites armatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;5;5;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Neocirrhites armatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;8;3;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Caracanthus maculatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;2;2;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Caracanthus maculatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;2;4;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Caracanthus maculatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;6;3;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Caracanthus maculatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;2;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Thalassoma lutescens";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;3;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Zebrasoma scopas";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;2;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Halichoeres hortulanus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;16;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Sargocentron caudimaculatum";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;5;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Paracirrhites forsteri";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;8;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Canthigaster amboinensis";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;20;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Siganus argenteus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-05-24;"RA";2;20;6;"Rimatu'u";"Tetiaora";-17,025467;-149,562489;12;"Lagoon";"Pseudanthias pascalus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-05-24;"RA";2;2;8;"Rimatu'u";"Tetiaora";-17,025467;-149,562489;12;"Lagoon";"Pseudanthias pascalus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
